model,posterior
nn_lv4,0.7904699160923504
xgboost,0.880544982068139
nn_full,0.8618782382835557
nn_lv1,0.863959868240577
nn_lv2,0.854409293240032
nn_lv3,0.8230656397714705
nn_lv4,0.7642304592118928
xgboost,0.8791135702612465
nn_full,0.858068778677703
nn_lv1,0.8614735581049804
nn_lv2,0.8535098055536353
nn_lv3,0.8179735895733642
nn_lv4,0.7623439411686505
xgboost,0.8859964306234377
nn_full,0.8629887219095856
nn_lv1,0.8624360236435248
nn_lv2,0.8551744455111479
nn_lv3,0.8427618800332439
nn_lv4,0.7622175707624764
xgboost,0.9020163865714111
nn_full,0.8849757047169855
nn_lv1,0.8761743426347401
nn_lv2,0.8751717981058329
nn_lv3,0.8550195488734846
nn_lv4,0.7929383086944454
xgboost,0.8327917268977487
nn_full,0.8194286588661589
nn_lv1,0.821779372555429
nn_lv2,0.8060949114888758
nn_lv3,0.7613423270674133
nn_lv4,0.7152283713271146
xgboost,0.890784415375451
nn_full,0.8801103181650723
nn_lv1,0.8798403964510186
nn_lv2,0.8698122743194763
nn_lv3,0.8364329067335688
nn_lv4,0.8047994042069343
xgboost,0.8802783333891555
nn_full,0.8608000130272765
nn_lv1,0.8649713428884426
nn_lv2,0.8486966436380713
nn_lv3,0.8203840313776303
nn_lv4,0.7787986161693787
xgboost,0.8636617463022171
nn_full,0.8524962635347108
nn_lv1,0.8467919774646034
nn_lv2,0.8323557749908984
nn_lv3,0.8120684867588179
nn_lv4,0.7515309889177747
xgboost,0.8905228696177677
nn_full,0.8712875434057807
nn_lv1,0.8754945895175597
nn_lv2,0.8566276419741526
nn_lv3,0.8439530230511836
nn_lv4,0.786380245657759
xgboost,0.8744762990319193
nn_full,0.8569017306057023
nn_lv1,0.8534803397740518
nn_lv2,0.8452312915821617
nn_lv3,0.8155975161315909
nn_lv4,0.7573991010945604
xgboost,0.8920878449193399
nn_full,0.8723678432678814
nn_lv1,0.8746100471582695
nn_lv2,0.8638642633441614
nn_lv3,0.8362236826087229
nn_lv4,0.785179351881114
xgboost,0.8794029086954721
nn_full,0.8633544736361402
nn_lv1,0.8572720995169019
nn_lv2,0.8518540135391253
nn_lv3,0.830757488686676
nn_lv4,0.7701159708338254
xgboost,0.8738622117580089
nn_full,0.8592476095975707
nn_lv1,0.8602182276444217
nn_lv2,0.8510306994218936
nn_lv3,0.828991088930123
nn_lv4,0.7604583755816093
xgboost,0.8918490311982663
nn_full,0.8704697318506823
nn_lv1,0.8675299894400634
nn_lv2,0.8617617444960612
nn_lv3,0.8376380872082113
nn_lv4,0.7855802014379448
xgboost,0.878796073378498
nn_full,0.8657610147073787
nn_lv1,0.8714395521892337
nn_lv2,0.8521470136189679
nn_lv3,0.8320404303266742
nn_lv4,0.7854150833759722
xgboost,0.8869930254848615
nn_full,0.8733234986464042
nn_lv1,0.8586000811084131
nn_lv2,0.8636531387209531
nn_lv3,0.8347188515268249
nn_lv4,0.7637058141852575
xgboost,0.8821894826707462
nn_full,0.8722903962036256
nn_lv1,0.8614509372274266
nn_lv2,0.8567646731918673
nn_lv3,0.8334203635251908
nn_lv4,0.777760419486253
xgboost,0.8785919643002316
nn_full,0.864031751736371
nn_lv1,0.8591711869341496
nn_lv2,0.8466020295985527
nn_lv3,0.8198101337604311
nn_lv4,0.760539781813427
xgboost,0.8789296769201702
nn_full,0.8630888477582073
nn_lv1,0.8604759613824763
nn_lv2,0.8434593001561388
nn_lv3,0.817680692990751
nn_lv4,0.7655621452029397
xgboost,0.8885263461228854
nn_full,0.8673968557495731
nn_lv1,0.8740251775447717
nn_lv2,0.8571543092738038
nn_lv3,0.8373812086339972
nn_lv4,0.7846848748501716
xgboost,0.8741763090383565
nn_full,0.8562508165563667
nn_lv1,0.8566396708133751
nn_lv2,0.8384025419376727
nn_lv3,0.8177272195051277
nn_lv4,0.7601759239044777
xgboost,0.8769673115930672
nn_full,0.8611360718465533
nn_lv1,0.8569421820752284
nn_lv2,0.8461859800097308
nn_lv3,0.8243616916478066
nn_lv4,0.770139543635822
xgboost,0.8843282400323
nn_full,0.8648834420547957
nn_lv1,0.8612446055995924
nn_lv2,0.8513721562343898
nn_lv3,0.8291524973559897
nn_lv4,0.7727966119655212
xgboost,0.877246536531962
nn_full,0.8549884076907976
nn_lv1,0.8482875208741772
nn_lv2,0.8476629377285628
nn_lv3,0.8217177829480824
nn_lv4,0.7522030812593812
xgboost,0.8785327984839276
nn_full,0.8574418161505525
nn_lv1,0.8533292389738281
nn_lv2,0.8472124444072968
nn_lv3,0.8184092974304769
nn_lv4,0.7669226511462385
xgboost,0.8721678487777739
nn_full,0.8507148959723272
nn_lv1,0.8518080330334357
nn_lv2,0.833954713867903
nn_lv3,0.818458956738376
nn_lv4,0.7545286911047644
xgboost,0.8705435397139962
nn_full,0.8488980826802022
nn_lv1,0.8460340425713461
nn_lv2,0.8335773358933678
nn_lv3,0.8179624361262297
nn_lv4,0.7527311293693761
xgboost,0.8770200019276709
nn_full,0.8591291402888052
nn_lv1,0.8599928865193412
nn_lv2,0.8557360587357721
nn_lv3,0.8165314411365042
nn_lv4,0.7710462725689304
xgboost,0.8732752087136871
nn_full,0.849747594269015
nn_lv1,0.8424766134258788
nn_lv2,0.8412697052764927
nn_lv3,0.8247862791934752
nn_lv4,0.7498325466070401
xgboost,0.9097466268929191
nn_full,0.896699091575016
nn_lv1,0.8933145990101141
nn_lv2,0.8883847050756635
nn_lv3,0.8664848633308254
nn_lv4,0.8169733667657111
xgboost,0.8613340504081018
nn_full,0.8409194637088416
nn_lv1,0.8404586097677358
nn_lv2,0.8288213891633001
nn_lv3,0.8110651639267441
nn_lv4,0.7330689581796439
xgboost,0.898012193382598
nn_full,0.8881774322157163
nn_lv1,0.8808104267991357
nn_lv2,0.8740623707822972
nn_lv3,0.857856447063746
nn_lv4,0.7969645684270048
xgboost,0.8726093814096465
nn_full,0.8417537794028592
nn_lv1,0.8476888110489945
nn_lv2,0.8376179048594683
nn_lv3,0.8059771839932417
nn_lv4,0.7557794882082521
xgboost,0.8967957314861659
nn_full,0.8871782752437127
nn_lv1,0.8801913700775004
nn_lv2,0.875162923905503
nn_lv3,0.8577553495447763
nn_lv4,0.8020748468488493
xgboost,0.84395604454121
nn_full,0.8280392637760433
nn_lv1,0.8254970309217265
nn_lv2,0.8159249104319233
nn_lv3,0.7960806932393258
nn_lv4,0.7215616666055814
xgboost,0.8858790510010466
nn_full,0.8693058679123353
nn_lv1,0.8775796592051948
nn_lv2,0.8630694256815383
nn_lv3,0.8498706615871171
nn_lv4,0.79216441041796
xgboost,0.8898881717612283
nn_full,0.8658396243066946
nn_lv1,0.8648298726789113
nn_lv2,0.8518397457990947
nn_lv3,0.8308486996144994
nn_lv4,0.7821500410580501
xgboost,0.8885602968485045
nn_full,0.8758244124019924
nn_lv1,0.8717407676943921
nn_lv2,0.854724435665091
nn_lv3,0.8350428521618785
nn_lv4,0.7810228014774078
xgboost,0.8837221390439569
nn_full,0.8718127331539879
nn_lv1,0.8649304044409201
nn_lv2,0.8606380527104666
nn_lv3,0.8279355590970078
nn_lv4,0.7765444343705158
xgboost,0.8874907049274001
nn_full,0.8723585630235265
nn_lv1,0.8662956464445019
nn_lv2,0.8591100435911583
nn_lv3,0.8339861985046586
nn_lv4,0.7725428049184367
xgboost,0.8927920915433599
nn_full,0.8698438595896678
nn_lv1,0.8729821817693163
nn_lv2,0.8591050651929394
nn_lv3,0.8410401573526177
nn_lv4,0.779291424710373
xgboost,0.8868661337659417
nn_full,0.8719037837209462
nn_lv1,0.8692326030567731
nn_lv2,0.8672624805183609
nn_lv3,0.8378015795069632
nn_lv4,0.7912094401533184
xgboost,0.891247392179322
nn_full,0.8745608758198482
nn_lv1,0.8724195379439444
nn_lv2,0.8579964221830534
nn_lv3,0.8498560081989449
nn_lv4,0.7847077038646223
xgboost,0.8852860710338418
nn_full,0.8632837709533359
nn_lv1,0.8655958699463099
nn_lv2,0.8638824151384457
nn_lv3,0.8237949576412662
nn_lv4,0.7802479333548792
xgboost,0.8886107780291893
nn_full,0.8702347897863923
nn_lv1,0.8670684769100312
nn_lv2,0.8556608041037927
nn_lv3,0.8448441028895457
nn_lv4,0.7815296529821841
xgboost,0.883751874410456
nn_full,0.8642167504677954
nn_lv1,0.8544984474755191
nn_lv2,0.8493531424533488
nn_lv3,0.8336028532746471
nn_lv4,0.7697259010559011
xgboost,0.8872877518955972
nn_full,0.8682155976139792
nn_lv1,0.8699677295098128
nn_lv2,0.8559410042067824
nn_lv3,0.8308865962873093
nn_lv4,0.781402534404971
xgboost,0.8818250660662156
nn_full,0.861970273285065
nn_lv1,0.862592151633829
nn_lv2,0.853013476700887
nn_lv3,0.8177869461679826
nn_lv4,0.7764157986514582
xgboost,0.8806939666286653
nn_full,0.864105020503686
nn_lv1,0.8645717320777305
nn_lv2,0.8500440089492893
nn_lv3,0.8380157333111825
nn_lv4,0.7713123309429485
xgboost,0.8935298741907308
nn_full,0.873442102914008
nn_lv1,0.8733479021154064
nn_lv2,0.8646157377200145
nn_lv3,0.8465708283734626
nn_lv4,0.7938248798196966
xgboost,0.8887393720596974
nn_full,0.8661787329570864
nn_lv1,0.8683784926937862
nn_lv2,0.8597358757019296
nn_lv3,0.8356450536438262
nn_lv4,0.7794608056321606
xgboost,0.889401711657928
nn_full,0.8744483949292425
nn_lv1,0.8684927492324093
nn_lv2,0.8597969457238877
nn_lv3,0.8366559096037702
nn_lv4,0.7796557901359663
xgboost,0.8857747856973802
nn_full,0.8610519713082669
nn_lv1,0.8653002378033641
nn_lv2,0.8486876580920047
nn_lv3,0.8297552965668435
nn_lv4,0.766756281977829
xgboost,0.8927100880544159
nn_full,0.8766037092098513
nn_lv1,0.8722853779102381
nn_lv2,0.8637249135276152
nn_lv3,0.838639432501676
nn_lv4,0.7770650138484145
xgboost,0.8789890494866803
nn_full,0.8538456696028813
nn_lv1,0.8556727719861134
nn_lv2,0.8470988780649146
nn_lv3,0.818752919997033
nn_lv4,0.749933743296408
xgboost,0.873144438848544
nn_full,0.8498903168301964
nn_lv1,0.850851936344396
nn_lv2,0.843676810307042
nn_lv3,0.8079862590112308
nn_lv4,0.7557397468485716
xgboost,0.8699504963551735
nn_full,0.8501411388066782
nn_lv1,0.8505798675049967
nn_lv2,0.8390642742670875
nn_lv3,0.8215518016370355
nn_lv4,0.7523613166555562
xgboost,0.8819067270160295
nn_full,0.8579857184725567
nn_lv1,0.8626130721003279
nn_lv2,0.8476182339827685
nn_lv3,0.8215545371722112
nn_lv4,0.7604070732495827
xgboost,0.8939674440551908
nn_full,0.8784329636545829
nn_lv1,0.8679608253142039
nn_lv2,0.8625440878413693
nn_lv3,0.8459301330034003
nn_lv4,0.7960970041682204
xgboost,0.8864056701755046
nn_full,0.869024569880387
nn_lv1,0.8700746635162337
nn_lv2,0.8594946751624253
nn_lv3,0.8325729027098875
nn_lv4,0.7764932317231896
xgboost,0.8844551716516279
nn_full,0.8699192436372769
nn_lv1,0.8743602440234227
nn_lv2,0.861773795797108
nn_lv3,0.8334295926057347
nn_lv4,0.7759027553412283
xgboost,0.8976540354484075
nn_full,0.8789726002593646
nn_lv1,0.8728436844382642
nn_lv2,0.8677795524128595
nn_lv3,0.8482808340434072
nn_lv4,0.7941580495944955
xgboost,0.8940370083781048
nn_full,0.8905664428390647
nn_lv1,0.888701448003838
nn_lv2,0.8779028541967174
nn_lv3,0.8571445399357409
nn_lv4,0.8160288711929048
xgboost,0.842068088868838
nn_full,0.8306857724227695
nn_lv1,0.8346870870344666
nn_lv2,0.8217198739387112
nn_lv3,0.7928179280530624
nn_lv4,0.7342163888113378
xgboost,0.8689837142030038
nn_full,0.8396490226546528
nn_lv1,0.8368341718761196
nn_lv2,0.8326025267083734
nn_lv3,0.8129429349855792
nn_lv4,0.7410163169013381
xgboost,0.8704802026582323
nn_full,0.8503657261456368
nn_lv1,0.8575963979696439
nn_lv2,0.844045590981214
nn_lv3,0.8111257522448247
nn_lv4,0.7606396365349578
xgboost,0.8752002660314707
nn_full,0.8438788142305562
nn_lv1,0.8458489002976416
nn_lv2,0.8399344241892245
nn_lv3,0.8211004450393394
nn_lv4,0.7614826877570442
xgboost,0.8835932260593683
nn_full,0.8698268131600505
nn_lv1,0.8580955048285818
nn_lv2,0.8546274664320621
nn_lv3,0.8340368028331377
nn_lv4,0.7737726692175192
xgboost,0.8903932721125977
nn_full,0.8676393070908439
nn_lv1,0.8735345137882499
nn_lv2,0.8607222712190413
nn_lv3,0.8335172644332042
nn_lv4,0.7903538968579583
xgboost,0.8649170296235698
nn_full,0.854916660459606
nn_lv1,0.8500510504938802
nn_lv2,0.8398724684171737
nn_lv3,0.808320682850467
nn_lv4,0.762237226813999
xgboost,0.8780307050514229
nn_full,0.8584685522991842
nn_lv1,0.8622330508877452
nn_lv2,0.8389650669008323
nn_lv3,0.8245586794000289
nn_lv4,0.752406360834966
xgboost,0.8862514138858287
nn_full,0.8672428108518866
nn_lv1,0.8684332560660535
nn_lv2,0.8523346326475605
nn_lv3,0.8358240418011622
nn_lv4,0.7710095967652237
xgboost,0.90088923736145
nn_full,0.8856056941699304
nn_lv1,0.8844516936843251
nn_lv2,0.8720097701693694
nn_lv3,0.8573894464695189
nn_lv4,0.7971151461397149
xgboost,0.8938957708817283
nn_full,0.8797553496041007
nn_lv1,0.8772679752392564
nn_lv2,0.8678402186485551
nn_lv3,0.842891722128974
nn_lv4,0.7951750406118692
xgboost,0.8732541385316112
nn_full,0.8521251870636114
nn_lv1,0.8493239356959005
nn_lv2,0.8423334950346756
nn_lv3,0.815080368035561
nn_lv4,0.7655243491087983
xgboost,0.8973745817125495
nn_full,0.8862277935749046
nn_lv1,0.8820553979108492
nn_lv2,0.8759653037967322
nn_lv3,0.8558914040878588
nn_lv4,0.7969396801823745
xgboost,0.8980379215424524
nn_full,0.8829892451154605
nn_lv1,0.8836827470791458
nn_lv2,0.8685387465367707
nn_lv3,0.8504030210730357
nn_lv4,0.7976627324571661
xgboost,0.895458907758939
nn_full,0.8826420165611137
nn_lv1,0.8754060606500828
nn_lv2,0.8723956667470408
nn_lv3,0.8484796676983168
nn_lv4,0.7956760943037241
xgboost,0.8789451339105036
nn_full,0.8628895941781017
nn_lv1,0.8626445509465038
nn_lv2,0.8536214334301169
nn_lv3,0.8244085250244014
nn_lv4,0.766612555376551
xgboost,0.8789748371568196
nn_full,0.8643301958729485
nn_lv1,0.8549667604588906
nn_lv2,0.847206874617121
nn_lv3,0.8247457236524169
nn_lv4,0.7680383170233536
xgboost,0.8839355602426632
nn_full,0.8673970440517341
nn_lv1,0.8694931792379331
nn_lv2,0.855556755993808
nn_lv3,0.8361151957056636
nn_lv4,0.7758374448848623
xgboost,0.8882270757471746
nn_full,0.8627878305659729
nn_lv1,0.862490503794367
nn_lv2,0.8596267663191156
nn_lv3,0.8323700099981665
nn_lv4,0.7808242813200378
xgboost,0.8962169167417368
nn_full,0.8842682745208965
nn_lv1,0.8717009412889221
nn_lv2,0.8694539091177289
nn_lv3,0.8434922404814627
nn_lv4,0.7938462375033953
xgboost,0.8811501147205474
nn_full,0.8540136538708263
nn_lv1,0.854689254232812
nn_lv2,0.8543487344017847
nn_lv3,0.8215235419745792
nn_lv4,0.7677835885761332
xgboost,0.8768881602819408
nn_full,0.8592511557299934
nn_lv1,0.8624218805755729
nn_lv2,0.8454556395201194
nn_lv3,0.8265568101900342
nn_lv4,0.7739281322042191
xgboost,0.8679955016190042
nn_full,0.8537290809668818
nn_lv1,0.8537798806443896
nn_lv2,0.845476079294424
nn_lv3,0.8178497809983318
nn_lv4,0.7653088655159767
xgboost,0.8799233458626563
nn_full,0.867634728541442
nn_lv1,0.8650025297145377
nn_lv2,0.8568228592138364
nn_lv3,0.8365132078315374
nn_lv4,0.7753609837238095
xgboost,0.9003811870715271
nn_full,0.8935720275452571
nn_lv1,0.8946615665079991
nn_lv2,0.881867832417082
nn_lv3,0.8711660840439429
nn_lv4,0.8204186186640151
xgboost,0.8900197490280439
nn_full,0.8676076297950336
nn_lv1,0.8648518428365856
nn_lv2,0.8634607228857399
nn_lv3,0.8289799739650204
nn_lv4,0.7706193999689885
xgboost,0.8969234945592847
nn_full,0.8723808317129669
nn_lv1,0.8688704462908983
nn_lv2,0.8668067665629233
nn_lv3,0.8401564940554249
nn_lv4,0.7882456983885269
xgboost,0.8987556465605153
nn_full,0.8800043018513759
nn_lv1,0.8787779937551674
nn_lv2,0.8759937081077105
nn_lv3,0.848587860414621
nn_lv4,0.8023696827308501
xgboost,0.9004084270122825
nn_full,0.8833991315371013
nn_lv1,0.8817541203813506
nn_lv2,0.8799302888996909
nn_lv3,0.8511565260657474
nn_lv4,0.8078196978892616
xgboost,0.875153528099465
nn_full,0.8643289293775308
nn_lv1,0.8547820199304969
nn_lv2,0.8420672243201459
nn_lv3,0.825807403557816
nn_lv4,0.7600739835341502
xgboost,0.890359729221564
nn_full,0.8652053677168633
nn_lv1,0.8668253466166703
nn_lv2,0.8599570014918326
nn_lv3,0.841301755814769
nn_lv4,0.7842618050764344
xgboost,0.8875821274366597
nn_full,0.8745852863484811
nn_lv1,0.8704128805289038
nn_lv2,0.8628642840210251
nn_lv3,0.835980262133633
nn_lv4,0.7825614977991472
xgboost,0.8789260088793522
nn_full,0.8590006952837475
nn_lv1,0.8615968387223114
nn_lv2,0.8490270493410303
nn_lv3,0.8273240030844488
nn_lv4,0.7705602581069583
xgboost,0.8925193937077206
nn_full,0.8703666488373091
nn_lv1,0.8713980435921033
nn_lv2,0.8649959434692144
nn_lv3,0.8421359347574077
nn_lv4,0.7900019513728005
xgboost,0.8846466899998592
nn_full,0.8493507909595377
nn_lv1,0.856244524758262
nn_lv2,0.8575738657265085
nn_lv3,0.8241555601840772
nn_lv4,0.7581227553423215
xgboost,0.8868491382621313
nn_full,0.8858596314593408
nn_lv1,0.8739699762537415
nn_lv2,0.8614323317863172
nn_lv3,0.8350537484305155
nn_lv4,0.7887538270148878
xgboost,0.8694249138295276
nn_full,0.8508356943939788
nn_lv1,0.8475836833426347
nn_lv2,0.8333727110203661
nn_lv3,0.8131511606016361
nn_lv4,0.7554962611789159
xgboost,0.8915104758935856
nn_full,0.8762058741750217
nn_lv1,0.8748515722099744
nn_lv2,0.8632464116370806
nn_lv3,0.8486830624281022
nn_lv4,0.7934728344697048
xgboost,0.8504087287394149
nn_full,0.8197152035336359
nn_lv1,0.8211285619446262
nn_lv2,0.8100664746830727
nn_lv3,0.7734194098956737
nn_lv4,0.7205073033717235
xgboost,0.9189484365128642
nn_full,0.9068419447404062
nn_lv1,0.901820709399226
nn_lv2,0.8950917976829211
nn_lv3,0.8734292983428865
nn_lv4,0.8339054841177418
xgboost,0.8924576660728614
nn_full,0.88172414518264
nn_lv1,0.8791270618482718
nn_lv2,0.8676139736672656
nn_lv3,0.8467378995435995
nn_lv4,0.7958686235178251
xgboost,0.854376135384374
nn_full,0.8338068708222216
nn_lv1,0.8371883823480486
nn_lv2,0.8226451737839084
nn_lv3,0.7958973402199931
nn_lv4,0.7338053975839548
xgboost,0.8531727065268959
nn_full,0.8289418627503999
nn_lv1,0.8303096642494527
nn_lv2,0.8189923249387169
nn_lv3,0.7895245623124663
nn_lv4,0.7357277730110736
xgboost,0.8942413760814746
nn_full,0.87381446026354
nn_lv1,0.8799487402382283
nn_lv2,0.8656061967425608
nn_lv3,0.8398816513121693
nn_lv4,0.7858128502075217
xgboost,0.8953480886153719
nn_full,0.87132043378575
nn_lv1,0.8760923330458551
nn_lv2,0.8727233855668532
nn_lv3,0.8479784261011273
nn_lv4,0.8015337141016666
xgboost,0.8733698429562974
nn_full,0.8627096177221485
nn_lv1,0.8423725732440933
nn_lv2,0.8489252495432363
nn_lv3,0.8151256982934778
nn_lv4,0.759558664127136
xgboost,0.8739889961815435
nn_full,0.8657531214975479
nn_lv1,0.8520399669243343
nn_lv2,0.8519655421863027
nn_lv3,0.8182379760356945
nn_lv4,0.7760433012902149
xgboost,0.8882700494272903
nn_full,0.875993276208113
nn_lv1,0.8697107306403983
nn_lv2,0.8545148344979026
nn_lv3,0.8364617906866237
nn_lv4,0.7691153034409081
xgboost,0.8863364005082508
nn_full,0.8585040565809209
nn_lv1,0.8660438424338686
nn_lv2,0.8512720551851105
nn_lv3,0.8343054615413945
nn_lv4,0.7797791289482451
xgboost,0.871534913517618
nn_full,0.861459099030308
nn_lv1,0.8499291836130987
nn_lv2,0.8358813909078109
nn_lv3,0.8188495507887971
nn_lv4,0.7597983049026613
xgboost,0.8715928683143049
nn_full,0.8624655096560475
nn_lv1,0.8494743506082844
nn_lv2,0.846931841838616
nn_lv3,0.8119791681633957
nn_lv4,0.7526149227856982
xgboost,0.8993739251214564
nn_full,0.8726807195278833
nn_lv1,0.878096603124811
nn_lv2,0.8746647124300646
nn_lv3,0.8428425836984672
nn_lv4,0.7919194420185768
xgboost,0.8980413219147814
nn_full,0.8710544026511235
nn_lv1,0.8763861827257418
nn_lv2,0.8735689493551788
nn_lv3,0.8441381183327761
nn_lv4,0.7950747039814778
xgboost,0.8843174972000346
nn_full,0.8689785191367351
nn_lv1,0.8678366812755404
nn_lv2,0.8514961739891209
nn_lv3,0.8263141956328189
nn_lv4,0.7720157812922226
xgboost,0.8850494174100839
nn_full,0.8680910926965281
nn_lv1,0.8651834697359319
nn_lv2,0.8495564912884436
nn_lv3,0.8345427489386963
nn_lv4,0.7660480924526494
xgboost,0.9027537526951925
nn_full,0.8846774108761037
nn_lv1,0.8858137919489157
nn_lv2,0.8733066272038189
nn_lv3,0.858936644825002
nn_lv4,0.7998713951812834
xgboost,0.9042961210836115
nn_full,0.8849944472785941
nn_lv1,0.8851495015114794
nn_lv2,0.870627779737451
nn_lv3,0.8615102059446568
nn_lv4,0.8034578340017288
xgboost,0.8762212510390991
nn_full,0.8476197792289859
nn_lv1,0.8502977447756915
nn_lv2,0.8364917104547289
nn_lv3,0.8157289208781917
nn_lv4,0.7442726415620474
xgboost,0.8900535362799806
nn_full,0.8771508571437711
nn_lv1,0.8664692318049841
nn_lv2,0.8558597496035345
nn_lv3,0.8350309978160572
nn_lv4,0.7819048748553475
xgboost,0.8733275174663002
nn_full,0.8658864106151853
nn_lv1,0.8616548646289166
nn_lv2,0.8533095624692101
nn_lv3,0.8245201056502056
nn_lv4,0.7621867128415463
xgboost,0.8767253701462635
nn_full,0.8611846096282815
nn_lv1,0.8432420353809887
nn_lv2,0.8351235356106776
nn_lv3,0.8106519214842092
nn_lv4,0.7547232368183956
xgboost,0.8667298124313995
nn_full,0.8550603647248416
nn_lv1,0.8475480651916393
nn_lv2,0.8363879657992473
nn_lv3,0.8145153053896305
nn_lv4,0.7464804789376212
