model,posterior
nn_lv3,0.8261130760185169
nn_lv4,0.7695050924470914
xgboost,0.8849919199963798
nn_full,0.8728100525794746
nn_lv1,0.8694312976258639
nn_lv2,0.8644085016196825
nn_lv3,0.8403746848093983
nn_lv4,0.7853857497233898
xgboost,0.8880677551859114
nn_full,0.8698468095513465
nn_lv1,0.8688721062152086
nn_lv2,0.8554369810540575
nn_lv3,0.8324461520194782
nn_lv4,0.7793164768770895
xgboost,0.8886111204821046
nn_full,0.8718466224006929
nn_lv1,0.8798631508649636
nn_lv2,0.8651040239447713
nn_lv3,0.8308672341424327
nn_lv4,0.7861427166161672
xgboost,0.8881369576538222
nn_full,0.864538397668445
nn_lv1,0.8606256818920094
nn_lv2,0.8615837688783773
nn_lv3,0.8438677622854733
nn_lv4,0.787970022373192
xgboost,0.8844634264420912
nn_full,0.874234812616819
nn_lv1,0.8671757376412369
nn_lv2,0.8612975288779172
nn_lv3,0.8396592829750891
nn_lv4,0.7848037501207362
xgboost,0.890488018318516
nn_full,0.8781340677526857
nn_lv1,0.864975005487565
nn_lv2,0.8508739699255377
nn_lv3,0.8292776686454011
nn_lv4,0.7881708996854686
xgboost,0.8823416368820185
nn_full,0.8545250030093708
nn_lv1,0.8618650244964156
nn_lv2,0.8501563415136508
nn_lv3,0.831887664943003
nn_lv4,0.7785123152009918
xgboost,0.9008921179778566
nn_full,0.8840916695122729
nn_lv1,0.8809243769962137
nn_lv2,0.87487959527024906
nn_lv3,0.8606527228491017
nn_lv4,0.8020773797455129
xgboost,0.8913742289157794
nn_full,0.8756339595928926
nn_lv1,0.8705566661591826
nn_lv2,0.8664962144958547
nn_lv3,0.8423540676739458
nn_lv4,0.7847468261040951
xgboost,0.8868495921167071
nn_full,0.8657759700384368
nn_lv1,0.8695608568676294
nn_lv2,0.8586729439585001
nn_lv3,0.8345349365530295
nn_lv4,0.7720385318208406
xgboost,0.8909903390402697
nn_full,0.8760191376632601
nn_lv1,0.873141960581447
nn_lv2,0.8622396542513049
nn_lv3,0.8405892406447997
nn_lv4,0.781041821577023
xgboost,0.8782394574668254
nn_full,0.8534586508620342
nn_lv1,0.8541155398974218
nn_lv2,0.8436886757034743
nn_lv3,0.8167162395564832
nn_lv4,0.7562857959903262
xgboost,0.8895969148118235
nn_full,0.8736452842344422
nn_lv1,0.8676467262975678
nn_lv2,0.8614943727155671
nn_lv3,0.8437261534101116
nn_lv4,0.7741064357009109
xgboost,0.8975141108421346
nn_full,0.8810799690775528
nn_lv1,0.8816984895890236
nn_lv2,0.8722644131336659
nn_lv3,0.8442609245217136
nn_lv4,0.8074619788100392
xgboost,0.874640750452599
nn_full,0.8526129136609979
nn_lv1,0.8511476902545113
nn_lv2,0.8450647398445983
nn_lv3,0.8302148352211978
nn_lv4,0.7574974522159362
xgboost,0.9124807956155193
nn_full,0.8936447781797667
nn_lv1,0.8987775905432456
nn_lv2,0.8893966526301591
nn_lv3,0.8610961503116825
nn_lv4,0.8241770042367
xgboost,0.9096749316400308
nn_full,0.89151996973953
nn_lv1,0.8857551553193704
nn_lv2,0.8805525506692803
nn_lv3,0.8693693944530154
nn_lv4,0.8067769571748447
xgboost,0.87847875413070875
nn_full,0.8612855548604962
nn_lv1,0.8603715310842059
nn_lv2,0.8527386192204114
nn_lv3,0.8253694294449695
nn_lv4,0.7762826546822663
xgboost,0.8831493251926217
nn_full,0.8619198275799761
nn_lv1,0.8609015650220189
nn_lv2,0.8480549737039914
nn_lv3,0.8323041450502491
nn_lv4,0.7635343041980007
xgboost,0.8790605797684415
nn_full,0.8689616264104582
nn_lv1,0.8606070506420284
nn_lv2,0.8562207855535539
nn_lv3,0.8221527919705018
nn_lv4,0.776246403267133
xgboost,0.8869765323366238
nn_full,0.8620665997848339
nn_lv1,0.8648145213257635
nn_lv2,0.8528467889220275
nn_lv3,0.8372382463189085
nn_lv4,0.7690724198446599
xgboost,0.8655712433689873
nn_full,0.8572166442483308
nn_lv1,0.8474109802546141
nn_lv2,0.8426699234667205
nn_lv3,0.8044355634325999
nn_lv4,0.7600813013844623
xgboost,0.8843522737539368
nn_full,0.8539577837038763
nn_lv1,0.8630723748641546
nn_lv2,0.8555204564333587
nn_lv3,0.8259757901257824
nn_lv4,0.7784825782820104
xgboost,0.8803066485581647
nn_full,0.8541370106209819
nn_lv1,0.8588584890519456
nn_lv2,0.8543688586221984
nn_lv3,0.8271060360792852
nn_lv4,0.765546608607099
xgboost,0.8768411476688499
nn_full,0.8547453214095607
nn_lv1,0.8562660121112786
nn_lv2,0.8438924703817359
nn_lv3,0.8207195078100992
nn_lv4,0.7660705897514195
xgboost,0.880616556850421
nn_full,0.8703300728092331
nn_lv1,0.8629766949311991
nn_lv2,0.8390849544856868
nn_lv3,0.8262678385134253
nn_lv4,0.7661876030080431
xgboost,0.8849865722263578
nn_full,0.8721395537999567
nn_lv1,0.8642939770683096
nn_lv2,0.8654416896353124
nn_lv3,0.8348642426785546
nn_lv4,0.7781849685635951
xgboost,0.8773800164064787
nn_full,0.8550369438119603
nn_lv1,0.8504028774433781
nn_lv2,0.8402500964949788
nn_lv3,0.831691493714757
nn_lv4,0.7639832402663901
xgboost,0.8876791147879931
nn_full,0.8685766395964271
nn_lv1,0.867527948598445
nn_lv2,0.8633362022409848
nn_lv3,0.8334700102573711
nn_lv4,0.785663076791289
xgboost,0.8805963693008928
nn_full,0.8727931413316347
nn_lv1,0.8566346159790472
nn_lv2,0.8580212972991595
nn_lv3,0.8304678432491577
nn_lv4,0.7784521960427854
xgboost,0.8886516125004973
nn_full,0.8551802060323802
nn_lv1,0.8709126177810337
nn_lv2,0.8465433301255958
nn_lv3,0.83424075420241794
nn_lv4,0.7694744909023097
xgboost,0.8836748435128325
nn_full,0.8759808705939043
nn_lv1,0.8688007554956713
nn_lv2,0.8470867924077956
nn_lv3,0.8381470132090111
nn_lv4,0.7731567919885651
xgboost,0.8801530593174361
nn_full,0.8676227733331604
nn_lv1,0.8537641887023815
nn_lv2,0.8592265838557076
nn_lv3,0.8174053585270685
nn_lv4,0.768470476634544
xgboost,0.8919948565653267
nn_full,0.8689903064905968
nn_lv1,0.8737703583746318
nn_lv2,0.8734413305626779
nn_lv3,0.8458050423540321
nn_lv4,0.794011759372304
xgboost,0.8935817178568652
nn_full,0.8634229639002728
nn_lv1,0.8689784994206902
nn_lv2,0.8657803452205803
nn_lv3,0.8338946903449254
nn_lv4,0.7784179693627145
xgboost,0.8903537037359264
nn_full,0.8756911946169649
nn_lv1,0.8764395367282853
nn_lv2,0.8643325898664964
nn_lv3,0.8508625761629447
nn_lv4,0.7999809327673153
xgboost,0.8812217090327779
nn_full,0.8580356029737936
nn_lv1,0.8618297708968162
nn_lv2,0.8566757986131599
nn_lv3,0.8232605950011269
nn_lv4,0.763534293692331
xgboost,0.8808973917647229
nn_full,0.8609153315130074
nn_lv1,0.8592281605243561
nn_lv2,0.84420584233699425
nn_lv3,0.8283192309445564
nn_lv4,0.7754512007438127
xgboost,0.8920486034474218
nn_full,0.8733522565358659
nn_lv1,0.8744826003257098
nn_lv2,0.8727742265425801
nn_lv3,0.8410073933577511
nn_lv4,0.7827708455513125
xgboost,0.8805613060781416
nn_full,0.8712892400076925
nn_lv1,0.8618470231075838
nn_lv2,0.8585058436197267
nn_lv3,0.8199721189890568
nn_lv4,0.7694485394128663
xgboost,0.880743937883401
nn_full,0.8534923120383673
nn_lv1,0.8606395362938669
nn_lv2,0.8587205765414755
nn_lv3,0.8187164934999613
nn_lv4,0.7665934521880282
xgboost,0.8757937217292205
nn_full,0.8490731473352524
nn_lv1,0.8587461528258018
nn_lv2,0.8492797411523342
nn_lv3,0.8088852141446357
nn_lv4,0.7538082758508128
xgboost,0.8804709503840948
nn_full,0.8663138085692336
nn_lv1,0.8646491358148761
nn_lv2,0.8539528051726354
nn_lv3,0.8126169735272868
nn_lv4,0.7587273672364081
xgboost,0.8867563160435417
nn_full,0.8705003064999658
nn_lv1,0.8677271346335658
nn_lv2,0.8605731589458132
nn_lv3,0.8177363478614472
nn_lv4,0.7633506077032719
xgboost,0.8638980444256985
nn_full,0.8478415070438523
nn_lv1,0.8407523649016776
nn_lv2,0.8309464174364605
nn_lv3,0.8226150153938167
nn_lv4,0.7589289470523588
xgboost,0.886601228062538
nn_full,0.8666516865128011
nn_lv1,0.8587998050295772
nn_lv2,0.8559263266949105
nn_lv3,0.8294995184548827
nn_lv4,0.7757668008423705
xgboost,0.8962147832117292
nn_full,0.8741859868631785
nn_lv1,0.8697268284565232
nn_lv2,0.8682743518347023
nn_lv3,0.844862032249655
nn_lv4,0.7924371293839654
xgboost,0.8760057718002351
nn_full,0.8574317865462107
nn_lv1,0.8624818088282847
nn_lv2,0.8495282018957692
nn_lv3,0.8222121676574644
nn_lv4,0.7673029512635625
xgboost,0.874107747353059
nn_full,0.853652132591617
nn_lv1,0.8532638837135835
nn_lv2,0.8441514923861798
nn_lv3,0.8199617282524222
nn_lv4,0.7629897993260669
xgboost,0.8892767820556111
nn_full,0.8697011541884627
nn_lv1,0.8709997920244703
nn_lv2,0.8722161586676723
nn_lv3,0.8387003933463807
nn_lv4,0.7865375346722623
xgboost,0.8730643089916814
nn_full,0.8634051368321468
nn_lv1,0.8576157938756535
nn_lv2,0.8551780849638693
nn_lv3,0.8174295818596679
nn_lv4,0.7567621738951071
xgboost,0.8836173465832736
nn_full,0.8689692172552143
nn_lv1,0.873900826181907
nn_lv2,0.8606073530920163
nn_lv3,0.8286738928574788
nn_lv4,0.7736674105458045
xgboost,0.8889389165609262
nn_full,0.8662411916172371
nn_lv1,0.8672988060765175
nn_lv2,0.8519573665236919
nn_lv3,0.8277374999977358
nn_lv4,0.7647488390706974
xgboost,0.8787485452720807
nn_full,0.8568856767952614
nn_lv1,0.86248285553341
nn_lv2,0.8490429443053409
nn_lv3,0.8218595981002379
nn_lv4,0.767846536604211
xgboost,0.8857390807156587
nn_full,0.8706793043209748
nn_lv1,0.8632089329603269
nn_lv2,0.8591507216982176
nn_lv3,0.8395310205228423
nn_lv4,0.7847969856447589
xgboost,0.8948554822768955
nn_full,0.8757415654608804
nn_lv1,0.8726416281428577
nn_lv2,0.8653052893360502
nn_lv3,0.8367887381543432
nn_lv4,0.7871462719360823
xgboost,0.8819536033616808
nn_full,0.8628409830837406
nn_lv1,0.8559985922512637
nn_lv2,0.8495212703609908
nn_lv3,0.8179285168894953
nn_lv4,0.7667858432601841
xgboost,0.8893084645553536
nn_full,0.8726744106116516
nn_lv1,0.8740395308963048
nn_lv2,0.8686511503441193
nn_lv3,0.8410984134296917
nn_lv4,0.7894516221562378
xgboost,0.8666342833836582
nn_full,0.8574864916914876
nn_lv1,0.8526753739538159
nn_lv2,0.8411868505870284
nn_lv3,0.8177138049693684
nn_lv4,0.7646618796798446
xgboost,0.8908272826167345
nn_full,0.8622822104703414
nn_lv1,0.864108932594118
nn_lv2,0.8541154150218986
nn_lv3,0.828494269832243
nn_lv4,0.764954465961164
xgboost,0.8851899793236054
nn_full,0.8596448569880003
nn_lv1,0.8533514124477294
nn_lv2,0.8423660240531273
nn_lv3,0.8231458111748119
nn_lv4,0.7798779802839906
xgboost,0.8755889310278873
nn_full,0.8592991651201642
nn_lv1,0.8592843363102802
nn_lv2,0.852122628214485
nn_lv3,0.8315058294026593
nn_lv4,0.7666551421705561
xgboost,0.8994040522030541
nn_full,0.8719205952912035
nn_lv1,0.8726854637992633
nn_lv2,0.8613512717849405
nn_lv3,0.8398785471284886
nn_lv4,0.7900761988383228
xgboost,0.8881812920722331
nn_full,0.8717059743839893
nn_lv1,0.8674393339629153
nn_lv2,0.8583305896895295
nn_lv3,0.8227256713555643
nn_lv4,0.7748538542668896
xgboost,0.8882582211562129
nn_full,0.8668663929870931
nn_lv1,0.8558414831293145
nn_lv2,0.8512415190393882
nn_lv3,0.8392637147822641
nn_lv4,0.7777191095452268
xgboost,0.873845943741974
nn_full,0.8573349309484654
nn_lv1,0.8629618441349077
nn_lv2,0.8508947066286093
nn_lv3,0.8181685021371451
nn_lv4,0.7598618383279959
xgboost,0.8766809461407141
nn_full,0.8610428485322115
nn_lv1,0.854828395264697
nn_lv2,0.842535282344527
nn_lv3,0.8231529532619694
nn_lv4,0.76985337979676
xgboost,0.8648767920335775
nn_full,0.8432435886790218
nn_lv1,0.8428318451835601
nn_lv2,0.8368774436696444
nn_lv3,0.802830915170476
nn_lv4,0.7349223866949361
xgboost,0.8742955765221071
nn_full,0.8519490250255904
nn_lv1,0.8557338030086057
nn_lv2,0.8418831971016373
nn_lv3,0.8229231028080591
nn_lv4,0.768855140734224
xgboost,0.8848238611843307
nn_full,0.8712167626202979
nn_lv1,0.8675833209130107
nn_lv2,0.8541653471941755
nn_lv3,0.8367519559231213
nn_lv4,0.7857611796354406
xgboost,0.8856473715619185
nn_full,0.8688297752243661
nn_lv1,0.8649637491200072
nn_lv2,0.8606692062678866
nn_lv3,0.8329135063583158
nn_lv4,0.7748333583693728
xgboost,0.8804224213680691
nn_full,0.8638454349527506
nn_lv1,0.8673817954230297
nn_lv2,0.8518371940816915
nn_lv3,0.8270609957610644
nn_lv4,0.7699213154779305
xgboost,0.8850652188938931
nn_full,0.8657198838135576
nn_lv1,0.8635988553182452
nn_lv2,0.854507239872251
nn_lv3,0.8353397451319176
nn_lv4,0.766302813613922
xgboost,0.8804385627291278
nn_full,0.8623973335202247
nn_lv1,0.8616638118914433
nn_lv2,0.8503038209993639
nn_lv3,0.8351536927301616
nn_lv4,0.7632631059074885
xgboost,0.8966280297524595
nn_full,0.8823634666260389
nn_lv1,0.8802836089894969
nn_lv2,0.8690815438089989
nn_lv3,0.8547053826509826
nn_lv4,0.7898215162411533
xgboost,0.8823587666014183
nn_full,0.8631510637885563
nn_lv1,0.8620249599951951
nn_lv2,0.85501667041437
nn_lv3,0.8336976247653691
nn_lv4,0.771265540132062
xgboost,0.8623576454469289
nn_full,0.8586138249564136
nn_lv1,0.8447401813755465
nn_lv2,0.8500301279044128
nn_lv3,0.8109556814173514
nn_lv4,0.755579681269407
xgboost,0.8903153514320075
nn_full,0.8654729525508421
nn_lv1,0.8667220493513388
nn_lv2,0.8476936851038872
nn_lv3,0.8284532935804464
nn_lv4,0.7717107069597778
xgboost,0.8864706621571119
nn_full,0.871448460251662
nn_lv1,0.8690860898132248
nn_lv2,0.8611306789088679
nn_lv3,0.8349714784236626
nn_lv4,0.7858617501167322
xgboost,0.8774517660128568
nn_full,0.8559684572707096
nn_lv1,0.8552717692551857
nn_lv2,0.8452098499904606
nn_lv3,0.8235045029313824
nn_lv4,0.7578892153583495
xgboost,0.8774648434764416
nn_full,0.8628551263106025
nn_lv1,0.859625237999276
nn_lv2,0.8483079788869857
nn_lv3,0.8212947835252494
nn_lv4,0.7730001730252104
xgboost,0.8948966263210159
nn_full,0.8798789609824589
nn_lv1,0.8829699862716627
nn_lv2,0.8730597532732473
nn_lv3,0.8451498113344195
nn_lv4,0.8017913705440467
xgboost,0.8793567653309153
nn_full,0.8675481343257062
nn_lv1,0.8533439598136356
nn_lv2,0.8554413783404834
nn_lv3,0.8260790635352859
nn_lv4,0.7622323984785084
xgboost,0.8814333272024653
nn_full,0.8665707082980838
nn_lv1,0.8501551603952455
nn_lv2,0.8443956884085076
nn_lv3,0.8227032523420021
nn_lv4,0.7735115267123649
xgboost,0.8911515108036943
nn_full,0.8773742630822422
nn_lv1,0.881038221636501
nn_lv2,0.8681176300661828
nn_lv3,0.8517692143853178
nn_lv4,0.7933357359625547
xgboost,0.8772560741640066
nn_full,0.8557194213617321
nn_lv1,0.8460579686200049
nn_lv2,0.8443194022264365
nn_lv3,0.8122559254089874
nn_lv4,0.7559394855268865
xgboost,0.8947204174515131
nn_full,0.8741419488488665
nn_lv1,0.870026832057912
nn_lv2,0.8678076822760185
nn_lv3,0.8405994571773142
nn_lv4,0.7915454073523274
xgboost,0.8941723870814063
nn_full,0.8734486276830883
nn_lv1,0.8722017770599593
nn_lv2,0.8603827509109785
nn_lv3,0.8409473794005233
nn_lv4,0.7861011995571625
xgboost,0.8868688058591773
nn_full,0.8660656830257552
nn_lv1,0.8640458507694583
nn_lv2,0.8507218144797036
nn_lv3,0.8309089646952054
nn_lv4,0.7751198700318198
xgboost,0.8828186918324945
nn_full,0.8585489969994953
nn_lv1,0.8594554995445849
nn_lv2,0.8454342497174615
nn_lv3,0.8251514268681448
nn_lv4,0.7679011163131915
xgboost,0.8718498786694306
nn_full,0.8546751622888618
nn_lv1,0.8545705664837315
nn_lv2,0.8508625687461822
nn_lv3,0.8201222317717012
nn_lv4,0.7597827186367562
xgboost,0.8843493361961978
nn_full,0.8680654982481892
nn_lv1,0.8684784995868946
nn_lv2,0.8648686844682372
nn_lv3,0.8366431656315003
nn_lv4,0.7803904452198304
xgboost,0.8942585426503822
nn_full,0.8712368312971484
nn_lv1,0.8726096889745911
nn_lv2,0.8600106821957821
nn_lv3,0.8409536731071748
nn_lv4,0.7890673257471846
xgboost,0.8778350458165302
nn_full,0.8490489594397989
nn_lv1,0.8530037756553243
nn_lv2,0.8442123380228613
nn_lv3,0.8152696926773629
nn_lv4,0.7525042173079739
xgboost,0.8850094931645716
nn_full,0.8775910119332794
nn_lv1,0.8654187194212731
nn_lv2,0.8696631319416755
nn_lv3,0.8376248378934601
nn_lv4,0.7857187623305593
xgboost,0.878508520793706
nn_full,0.850746032783266
nn_lv1,0.8563839362130949
nn_lv2,0.8347815018506215
nn_lv3,0.816416906445459
nn_lv4,0.7566024362445879
xgboost,0.8932785643821668
nn_full,0.8716303436068986
nn_lv1,0.8733178609205737
nn_lv2,0.8536479408493635
nn_lv3,0.837234837317951
nn_lv4,0.7822265826799161
xgboost,0.885350870037152
nn_full,0.8658114168296536
nn_lv1,0.8628894472113594
nn_lv2,0.8650560997369939
nn_lv3,0.8348368932965571
nn_lv4,0.7837251975837624
xgboost,0.8805017782506284
nn_full,0.8581558778146183
nn_lv1,0.8628951959837452
nn_lv2,0.8436479064959924
nn_lv3,0.8250077458238776
nn_lv4,0.7626810357263877
xgboost,0.8831973303310838
nn_full,0.8615132543342049
nn_lv1,0.8645483430081314
nn_lv2,0.8616921621157904
nn_lv3,0.8345346961385488
nn_lv4,0.7801840197157021
xgboost,0.8868488439576669
nn_full,0.8588807215259482
nn_lv1,0.8644019787309642
nn_lv2,0.8527141714225445
nn_lv3,0.8246540423150038
nn_lv4,0.7741502866177113
xgboost,0.8823369623864348
nn_full,0.8596159754198804
nn_lv1,0.8620604744736375
nn_lv2,0.8503785584617076
nn_lv3,0.8313534573055393
nn_lv4,0.776222013408946
xgboost,0.8933622260893993
nn_full,0.8802596205089935
nn_lv1,0.8752682685525913
nn_lv2,0.8668393434185288
nn_lv3,0.8424916288780488
nn_lv4,0.7902135165877784
xgboost,0.8802195546376487
nn_full,0.8547983438453671
nn_lv1,0.857052434331282
nn_lv2,0.8460840576272177
nn_lv3,0.8226848574577631
nn_lv4,0.7608928345771703
xgboost,0.8767785421351173
nn_full,0.8518836443693556
nn_lv1,0.8520289292214361
nn_lv2,0.8425313204059345
nn_lv3,0.8179177077290827
nn_lv4,0.7550794575667275
xgboost,0.8879038913038615
nn_full,0.8630251399437169
nn_lv1,0.8636159017543052
nn_lv2,0.8579797902286513
nn_lv3,0.841598408770502
nn_lv4,0.7819355325251178
xgboost,0.8865008029337057
nn_full,0.8630936455120659
nn_lv1,0.8645988913226177
nn_lv2,0.8606711870289326
nn_lv3,0.840375160434464
nn_lv4,0.779387287859984
xgboost,0.87238916428532
nn_full,0.8590754512070923
nn_lv1,0.8512617783838724
nn_lv2,0.8461200282635736
nn_lv3,0.8131795107110491
nn_lv4,0.7432761782630025
xgboost,0.888910686994688
nn_full,0.870589901560139
nn_lv1,0.8725285329392888
nn_lv2,0.8629772148210016
nn_lv3,0.8346434471501023
nn_lv4,0.7794895579919748
xgboost,0.8863764625356111
nn_full,0.8657330522986949
nn_lv1,0.865885605251796
nn_lv2,0.856527254926941
nn_lv3,0.8294665341067501
nn_lv4,0.7728783179393623
xgboost,0.8880137672623525
nn_full,0.870613013895129
nn_lv1,0.868287188633944
nn_lv2,0.8591020904370724
nn_lv3,0.8326954044985724
nn_lv4,0.7769437320061332
xgboost,0.8883782965232118
nn_full,0.8692304187141815
nn_lv1,0.8691309896862724
nn_lv2,0.8594705021954416
nn_lv3,0.8372099788525028
nn_lv4,0.7757479729130007
xgboost,0.8779349628312939
nn_full,0.8637776216215111
nn_lv1,0.8587061003030291
nn_lv2,0.858177802876581
nn_lv3,0.8247996009230008
nn_lv4,0.7658773971607973
xgboost,0.896564739141653
nn_full,0.8725558520528
nn_lv1,0.8712184825101859
nn_lv2,0.8669975555543682
nn_lv3,0.8424660728761271
nn_lv4,0.7983104138012774
xgboost,0.8792529160804624
nn_full,0.864894052109164
nn_lv1,0.8545956612425955
nn_lv2,0.8491522554607744
nn_lv3,0.8209345599382986
nn_lv4,0.7754564558254813
xgboost,0.8889252029366042
nn_full,0.8683429653976075
nn_lv1,0.8628146019275383
nn_lv2,0.8661223781316765
nn_lv3,0.8462606983197855
nn_lv4,0.7822648593856105
xgboost,0.8866538704707831
nn_full,0.866198818767025
nn_lv1,0.8697404470596595
nn_lv2,0.8607879163495655
nn_lv3,0.8400409728802196
nn_lv4,0.7812162936699464
xgboost,0.8807619397733967
nn_full,0.8655227404871739
nn_lv1,0.856312911536642
nn_lv2,0.852679385699653
nn_lv3,0.8286221834038499
nn_lv4,0.7695128352959085
xgboost,0.8772707249208493
nn_full,0.8623231635335495
nn_lv1,0.8570401894785477
nn_lv2,0.8471527008172255
nn_lv3,0.8231519904053507
nn_lv4,0.7659905517153074
xgboost,0.8806174504945145
nn_full,0.8697205887136215
nn_lv1,0.8656181551978043
nn_lv2,0.8514051268478046
nn_lv3,0.8256616161667628
nn_lv4,0.7722360040298966
xgboost,0.8794774213477579
nn_full,0.8594662944931766
nn_lv1,0.8648510453186229
nn_lv2,0.8507554684553826
nn_lv3,0.8234506555264051
nn_lv4,0.7695021602794108
xgboost,0.8810094929864198
nn_full,0.8709668150971005
nn_lv1,0.8713807474909343
nn_lv2,0.8556006353996297
nn_lv3,0.8239018278669519
nn_lv4,0.7722675349741202
xgboost,0.8797448225894177
nn_full,0.85528795989000606
nn_lv1,0.8693607754681146
nn_lv2,0.8535431882360716
nn_lv3,0.8232009426562336
nn_lv4,0.7707964856176738
xgboost,0.8779790092843945
nn_full,0.870437429603642
nn_lv1,0.861735747125913
nn_lv2,0.8455042729888218
nn_lv3,0.8265100832258134
nn_lv4,0.7746770405878174
xgboost,0.8957769679294096
nn_full,0.8728057181851683
nn_lv1,0.8792540804615574
nn_lv2,0.8675258993192275
nn_lv3,0.8529156236906087
nn_lv4,0.8051647297385442
xgboost,0.8779956031107798
nn_full,0.8607043685278164
nn_lv1,0.8545757679552175
nn_lv2,0.8519381242609878
nn_lv3,0.8162054537878244
nn_lv4,0.7568187354814474
xgboost,0.8769605894783014
nn_full,0.857356756144352
nn_lv1,0.85531458864175125
nn_lv2,0.8470626154906977
nn_lv3,0.8153441056814397
nn_lv4,0.7559907177792783
xgboost,0.8817382359361069
nn_full,0.8577164672791634
nn_lv1,0.8583836781101564
nn_lv2,0.8429646321182289
nn_lv3,0.8255626715925276
nn_lv4,0.7637390687875578
xgboost,0.8749718407454157
nn_full,0.854964439914893
nn_lv1,0.8554665788001429
nn_lv2,0.8437832758470942
nn_lv3,0.808931317723101
nn_lv4,0.7536774423544759
xgboost,0.8700570823499
nn_full,0.8568115378706329
nn_lv1,0.8470263254965256
nn_lv2,0.8437599873420316
nn_lv3,0.8226343639298154
nn_lv4,0.7587969075414033
xgboost,0.8942326097740231
nn_full,0.878499981055689
nn_lv1,0.8771280309178937
nn_lv2,0.8731954986088192
nn_lv3,0.854684452847375
nn_lv4,0.7970925055030035
xgboost,0.8829195729909078
nn_full,0.8567674549955663
nn_lv1,0.8631027445306976
nn_lv2,0.8520285711662973
nn_lv3,0.8121221404031999
nn_lv4,0.768252938247172
xgboost,0.8822102526329753
nn_full,0.8653248444692094
nn_lv1,0.8650381196677657
nn_lv2,0.8554173112053578
nn_lv3,0.8361296742466068
nn_lv4,0.7664841303394606
xgboost,0.8811745861307447
nn_full,0.8640116070833902
nn_lv1,0.8577738509081992
nn_lv2,0.8499198806975435
nn_lv3,0.8258890859580678
nn_lv4,0.7787687477806761
xgboost,0.8769300645059641
nn_full,0.8588457364870136
nn_lv1,0.851283688547059
nn_lv2,0.8506300479749035
nn_lv3,0.8219787666617813
nn_lv4,0.7639984942199797
xgboost,0.8761618047537957
nn_full,0.8552079193583333
nn_lv1,0.859991030428195
nn_lv2,0.8425905468050082
nn_lv3,0.8203241434074862
nn_lv4,0.7606661329389931
xgboost,0.8959283752641106
nn_full,0.8773946300774804
nn_lv1,0.8740239396563872
nn_lv2,0.8708298624348754
nn_lv3,0.8508852196722851
nn_lv4,0.7927538072515782
xgboost,0.8911531969819969
nn_full,0.8729404410348407
nn_lv1,0.8740811183969311
nn_lv2,0.8672821868236023
nn_lv3,0.8407348087044276
nn_lv4,0.7877586795918292
xgboost,0.8832624677654731
nn_full,0.867613074323103
nn_lv1,0.8595210937998755
nn_lv2,0.8507366342241351
nn_lv3,0.830248554223806
nn_lv4,0.7744909097835454
xgboost,0.8920456969261711
nn_full,0.8735355525938283
nn_lv1,0.8651949629663421
nn_lv2,0.8685517939381008
nn_lv3,0.8407374417981415
nn_lv4,0.7874369382303185
xgboost,0.8804040953982115
nn_full,0.8578953304353022
nn_lv1,0.8536608213515781
nn_lv2,0.8464709396925937
nn_lv3,0.8240420557352454
nn_lv4,0.7568759190452256
xgboost,0.9010342679929089
nn_full,0.8816871857655287
nn_lv1,0.8766082034285975
nn_lv2,0.8773152976840557
nn_lv3,0.8500775822539863
nn_lv4,0.7977964083658273
xgboost,0.8763437408886304
nn_full,0.8596723262094248
nn_lv1,0.85948596912447806
nn_lv2,0.8471805660327423
nn_lv3,0.818975257529494
nn_lv4,0.7616289128300374
xgboost,0.8759200891565792
nn_full,0.8516229641893288
nn_lv1,0.8507449714994609
nn_lv2,0.845790315000367
nn_lv3,0.8221868402562305
nn_lv4,0.762169806272872
xgboost,0.8958359922585802
nn_full,0.8840384644535122
nn_lv1,0.8754574591024187
nn_lv2,0.8695021863758409
nn_lv3,0.8492072224897086
nn_lv4,0.7962974150200558
xgboost,0.8890600908056773
nn_full,0.8672030044252044
nn_lv1,0.8674728177232539
nn_lv2,0.8616170036239702
nn_lv3,0.8357850870190557
nn_lv4,0.7813973132375674
xgboost,0.8887044171795563
nn_full,0.8758451853326766
nn_lv1,0.8749762359535348
nn_lv2,0.8686642438623366
nn_lv3,0.837809466144972
nn_lv4,0.7861371921168152
xgboost,0.8860084453636473
nn_full,0.8757779410390367
nn_lv1,0.8777265906368796
nn_lv2,0.8667272577762898
nn_lv3,0.8419321256951304
nn_lv4,0.7946035587729083
xgboost,0.8950959076967163
nn_full,0.8799405890449951
nn_lv1,0.8729510838751962
nn_lv2,0.8669480886079733
nn_lv3,0.8430385036640864
nn_lv4,0.7864308082692156
xgboost,0.8885130935561518
nn_full,0.8808958510618454
nn_lv1,0.8766589033142289
nn_lv2,0.8742350551954061
nn_lv3,0.8475896518824523
nn_lv4,0.7913705624087133
xgboost,0.8943399159614657
nn_full,0.8780063770424822
nn_lv1,0.8752381203311163
nn_lv2,0.8608092334976906
nn_lv3,0.8366168430601898
nn_lv4,0.794803915794856
xgboost,0.8783632261665408
nn_full,0.8590429332663357
nn_lv1,0.859621938433495
nn_lv2,0.8478420739387494
nn_lv3,0.8177716062651026
nn_lv4,0.7738805340896832
xgboost,0.8745454664425687
nn_full,0.8553909697186508
nn_lv1,0.851843600849057
nn_lv2,0.8471090899467985
